74	85	123	1
73	84	122	1
72	83	121	1
70	81	119	1
70	81	119	1
69	80	118	1
70	81	119	1
70	81	119	1
76	87	125	1
76	87	125	1
77	88	126	1
77	88	126	1
77	88	126	1
78	89	127	1
77	85	125	1
78	86	126	1
78	86	126	1
77	85	125	1
76	84	124	1
77	85	125	1
80	88	128	1
83	91	131	1
83	91	131	1
84	92	132	1
84	92	132	1
83	91	131	1
80	88	128	1
78	86	126	1
78	86	126	1
79	87	127	1
78	86	126	1
79	87	127	1
81	89	129	1
82	90	130	1
83	91	131	1
82	90	130	1
81	89	129	1
81	89	129	1
84	92	132	1
81	89	129	1
79	87	127	1
79	87	127	1
82	90	130	1
83	91	131	1
82	90	130	1
78	88	128	1
79	89	129	1
78	90	130	1
79	91	131	1
80	92	132	1
80	92	132	1
80	92	132	1
80	92	132	1
79	91	131	1
83	95	135	1
82	94	134	1
81	93	133	1
80	92	132	1
78	90	130	1
77	89	129	1
76	88	128	1
73	88	127	1
75	90	129	1
75	90	129	1
78	88	128	1
79	87	127	1
80	86	129	1
78	85	128	1
75	84	128	1
69	85	128	1
61	82	127	1
152	179	223	1
144	176	219	1
146	180	223	1
156	185	230	1
164	190	236	1
165	189	235	1
168	190	238	1
168	189	244	1
170	190	247	1
175	195	250	1
180	201	253	1
187	203	255	1
192	207	255	1
194	208	255	1
196	209	253	1
205	214	255	1
206	215	253	1
207	215	252	1
210	217	250	1
215	217	251	1
217	220	251	1
220	222	252	1
221	224	255	1
222	228	255	1
218	226	255	1
215	223	255	1
213	221	255	1
211	219	255	1
210	218	255	1
211	219	255	1
211	219	255	1
210	218	255	1
211	219	255	1
211	219	255	1
211	219	255	1
211	219	255	1
210	218	255	1
209	217	254	1
207	216	253	1
208	218	252	1
206	218	252	1
206	218	252	1
206	218	252	1
206	218	254	1
206	218	254	1
206	217	255	1
206	217	255	1
209	220	255	1
208	219	255	1
208	218	255	1
207	217	255	1
206	216	255	1
205	215	255	1
204	214	254	1
203	213	253	1
205	213	253	1
206	214	254	1
206	214	254	1
207	215	255	1
208	216	255	1
208	216	255	1
209	217	255	1
209	217	255	1
200	208	248	1
204	212	252	1
207	215	255	1
209	217	255	1
208	216	255	1
207	215	255	1
207	215	255	1
207	216	254	1
207	219	253	1
208	221	253	1
209	221	255	1
209	221	255	1
208	220	254	1
207	219	253	1
205	217	253	1
204	216	252	1
204	215	253	1
203	214	252	1
202	212	252	1
201	211	251	1
201	210	253	1
201	210	253	1
201	210	253	1
202	211	254	1
202	212	252	1
202	212	252	1
203	213	253	1
203	213	253	1
203	213	253	1
204	214	254	1
204	214	254	1
204	214	254	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
202	212	252	1
196	207	251	1
195	206	250	1
194	205	249	1
194	205	249	1
194	205	249	1
70	81	119	1
70	81	119	1
70	81	119	1
71	82	120	1
71	82	120	1
72	83	121	1
73	84	122	1
74	85	123	1
74	85	123	1
74	85	123	1
74	85	123	1
75	86	124	1
75	86	124	1
76	87	125	1
76	87	125	1
76	87	125	1
77	85	125	1
78	86	126	1
78	86	126	1
77	85	125	1
75	83	123	1
76	84	124	1
78	86	126	1
81	89	129	1
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
53	54	20	2
55	56	16	2
91	90	39	2
111	110	52	2
120	119	61	2
118	117	59	2
118	117	59	2
119	118	60	2
117	116	58	2
118	117	59	2
117	116	58	2
117	116	58	2
116	115	57	2
115	114	56	2
113	112	54	2
112	111	53	2
111	110	52	2
111	110	52	2
108	107	49	2
107	106	48	2
106	105	47	2
106	105	47	2
106	105	47	2
108	107	49	2
110	109	51	2
111	110	52	2
111	110	52	2
111	110	52	2
112	111	53	2
112	111	53	2
113	112	54	2
115	114	56	2
116	115	57	2
117	116	58	2
113	112	54	2
116	115	57	2
114	113	55	2
114	113	55	2
118	117	59	2
119	118	60	2
117	116	58	2
115	114	56	2
123	123	69	2
167	167	113	2
188	187	136	2
179	178	128	2
180	178	130	2
185	182	137	2
181	178	134	2
176	173	128	2
179	176	131	2
84	2	0	2
92	10	0	2
92	10	0	2
92	10	0	2
92	10	0	2
92	10	0	2
92	10	0	2
92	10	0	2
92	10	0	2
150	68	56	2
123	41	29	2
93	11	0	2
83	1	0	2
92	10	0	2
101	19	7	2
99	17	5	2
94	10	0	2
102	13	2	2
179	177	129	2
179	177	129	2
179	177	129	2
179	177	129	2
179	177	129	2
179	177	129	2
232	160	100	2
231	160	97	2
231	160	96	2
234	163	99	2
232	161	98	2
228	159	96	2
228	158	98	2
231	162	99	2
230	161	98	2
229	161	96	2
229	158	95	2
230	159	96	2
229	158	94	2
231	163	98	2
228	161	98	2
225	157	92	2
179	177	129	2
179	177	129	2
221	204	191	2
211	193	182	2
189	171	160	2
194	177	168	2
207	190	181	2
192	175	166	2
219	203	191	2
216	200	188	2
221	205	192	2
226	210	197	2
222	206	193	2
224	209	193	2
218	203	187	2
192	177	161	2
222	206	193	2
179	177	129	2
180	178	130	2
180	178	130	2
180	178	130	2
248	250	250	2
248	250	250	2
247	249	249	2
247	249	249	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
248	250	250	2
247	249	249	2
247	249	249	2
248	250	250	2
